house_no,street,city,state,zip_raw,zip_clean
2975,WEST 33RD STREET,BROOKLYN,NY,112240000,11224
2263,BATCHELDER ST,BROOKLYN,NY,112290000,11229
272,WYCKOFF ST,BROOKLYN,NY,112170000,11217
250,CLARKSONA AVE,BROOKLYN,NY,112260000,11226
638,PARK PLACE,BROOKLYN,NY,112380000,11238
360,CHESTER STREET,BROOKLYN,NY,112120000,11212
2502,CORTELYOU ROAD,BROOKLYN,NY,112260000,11226
50,SHORE BOULEVARD,BROOKLYN,NY,112350000,11235
1656,STERLING PLACE,BROOKLYN,NY,112330000,11233
2321,MERMAID AVENUE,BROOKLYN,NY,112240000,11224
1600,CATON AVENUE,BROOKLYN,NY,112260000,11226
179,E. 32ND ST,BROOKLYN,NY,112260000,11226
26,E 96 ST,BROOKLYN,NY,112120000,11212
304,MALCOLM X BLVD,BROOKLYN,NY,112330000,11233
882,44TH ST.,BROOKLYN,NY,112200000,11220
924,AVE S,BROOKLYN,NY,112230000,11223
520,EAST 9TH ST,LROOKLYN,NY,112180000,11218
520,EAST 9TH ST,LROOKLYN,NY,112180000,11218
520,EAST 9TH ST,LROOKLYN,NY,112180000,11218
913,CORTELYOU ROAD,BROOKLYN,NY,112180000,11218
407,EAST 29TH STREET,BROOKLYN,NY,112260000,11226
2917,FULTON STREET,BROOKLYN,NY,112070000,11207
3326,FULTON STREET,BROOKLYN,NY,112080000,11208
3288,FULTON AVENUE,BROOKLYN,NY,112080000,11208
781,OCEAN AV E,BROOKLYN,NY,112250000,11225
967,46THF STREET,BROOKLYN,NY,112190000,11219
648,DEAN ST,BROOKLYN,NY,112380000,11238
73,PATCHEN AVE,BROOKLYN,NY,112210000,11221
46,SHEPHERD AVENUE,BROOKLYN,NY,112080000,11208
2600,EAST 26TH STREET,BROOKLYN,NY,112350000,11235
306,HARMAN ST,BROOKLYN,NY,112370000,11237
229,MARION STREET,BROOKLYN,NY,112330000,11233
2404,SNYDER AVE,BROOKLYN,NY,112260000,11226
186,NORFOLK ST,BROOKLYN,NY,112350000,11235
1029,41ST STREET,BROOKLYN,NY,112190000,11219
2077,PACIFIC STREET,BROOKLYN,NY,112330000,11233
205,ATKINS AVE,BROOKLYN,NY,112080000,11208
621,VANDOLIA AVE,BROOKLYN,NY,112390000,11239
450,KENT AVE,BROOKLYN,NY,112490000,11249
1351,E 65TH STREET,BROOKLYN,NY,112340000,11234
153,EAST 40TH STREET,BROOKLYN,NY,112030000,11203
77,SULLIVAN PLACE,BROOKLYN,NY,112250000,11225
580,FLATBUSH AVENUE,BROOKLYN,NY,112250000,11225
373,MARION STREET,BROOKLYN,NY,112330000,11233
268,MILFORD STREET,BROOKLYN,NY,112080000,11208
356,LAFAYETTE AVENUE,BROOKLYN,NY,112380000,11238
251,50TH STREET,BROOKLYN,NY,112200000,11220
1557,PRESIDENT STREET,BROOKLYN,NY,112130000,11213
184,MACDONOUGH STREET,BROOKLYN,NY,112160000,11216
184,MACDONOUGH STREET,BROOKLYN,NY,112160000,11216
29,EAST 95TH ST,BROOKLYN,NY,112120000,11212
1056,EAST 59TH STREET,BROOKLYN,NY,112340000,11234
234,SANDS STREET,BROOKLYN,NY,112010000,11201
433,LAFAYETTE AVE,BROOKLYN,NY,112380000,11238
114,MAUJER STREET,BROOKLYN,NY,112060000,11206
34,STODDARD PL,BROOKLYN,NY,112250000,11225
2020,ALBEMARLE ROAD,BROOKLYN,NY,112260000,11226
134,WILSON AVENUE,BROOKLYN,NY,112370000,11237
2239,TROY AVENUE,BROOKLYN,NY,112340000,11234
42,LEWIS AVENUE,BROOKLYN,NY,112060000,11206
433,E. 91ST,BROOKLYN,NY,112120000,11212
716,QUINCY STREET,BROOKLYN,NY,112210000,11221
2404,MERMAID AVENUE,BROOKLYN,NY,112240000,11224
1069,LINCOLN PLACE,BROOKLYN,NY,112130000,11213
651,EAST 85TH ST,BROOKLYN,NY,112360000,11236
1141,EAST 83RD ST.,BROOKLYN,NY,112360000,11236
1141,EAST 83RD ST.,BROOKLYN,NY,112360000,11236
1141,EAST 83RD ST.,BROOKLYN,NY,112360000,11236
50,PAERDEGAT 3RD ST,BROOKLYN,NY,112360000,11236
1156,GLENMORE AVENUE,BROOKLYN,NY,112080000,11208
104,15TH STREET,BROOKLYN,NY,112150000,11215
320,EMPIRE BOULEVARD,BROOKLYN,NY,112250000,11225
385,E. 34TH ST.,BROOKLYN,NY,112030000,11203
460,KOSCIUSKO ST.,BROOKLYN,NY,112210000,11221
457,43RD ST.,BROOKLYN,NY,112320000,11232
6220,10TH AVE,BROOKLYN,NY,112190000,11219
6220,10TH AVE,BRQOKLYN,NY,112190000,11219
346,MIDWOOD ST,BROOKLYN,NY,112250000,11225
715,RIVERDALE AVE,BROOKLYN,NY,112070000,11207
234,BRIGHTON 2ND LANE,BROOKLYN,NY,112350000,11235
561,CHESTER STRET,BROOKLYN,NY,112120000,11212
465,E. 93 STREET,BROOKLYN,NY,112120000,11212
1536,68TH STREET,BROOKLYN,NY,112190000,11219
60,HENDRIX STREET,BROOKLYN,NY,112700000,11270
1329,DECATUR STREET,BROOKLYN,NY,112370000,11237
177,MARTENSE STREET,BROOKLYN,NY,112260000,11226
294A,BROOKLYN AVENUE,BROOKLYN,NY,112130000,11213
83,EAST 40 STREET,BROOKLYN,NY,112030000,11203
83,EAST 40 STREET,BROOKLYN,NY,112030000,11203
83,EAST 40 STREET,BROOKLYN,NY,112030000,11203
1202,HALSEY STREET,BROOKLYN,NY,112070000,11207
1756,WEST 1ST STREET,BROOKLYN,NY,112230000,11223
1408,AVENUE L,BROOKLYN,NY,112300000,11230
4515,12TH AVENUE,BROOKLYN,NY,112190000,11219
416,CHRISTOPHER AVENUE,BROOKLYN,NY,112120000,11212
716,E. 81ST STREET,BROOKLYN,NY,112360000,11236
1432,STERLING PLACE,BROOKLYN,NY,112130000,11213
47,MCKEEVER PLACE,BROOKLYN,NY,112250000,11225
590,FLATBUSH AVENUE,BROOKLYN,NY,112250000,11225
580,FLATBUSH AVENUE,BROOKLYN,NY,112250000,11225
1540,KIMBALL STREET,BROOKLYN,NY,112340000,11234
1732,62ND STREET,BROOKLYN,NY,112040000,11204
6,MANHATTAN COURT,BROOKLYN,NY,112230000,11223
140,22ND STREET,BROOKLYN,NY,112320000,11232
527A,MACON STREET,BROOKLYN,NY,112330000,11233
7314,12TH AVENUE,BROOKLYN,NY,112280000,11228
136,WINTHROP STREET,BROOKLYN,NY,112250000,11225
136,WINTHROP STREET,BROOKLYN,NY,112250000,11225
1565,ST. JOHNS PLACE,BROOKLYN,NY,112130000,11213
541,WYTHE AVENUE,BROOKLYN,NY,112490000,11249
541,WYTHE AVENUE,BROOKLYN,NY,112490000,11249
1472,EAST 87TH STREET,BROOKLYN,NY,112360000,11236
2404,SNYDER AVE,BROOKLYN,NY,112260000,11226
754,BARBEY ST,BROOKLYN,NY,112070000,11207
14,STRYKER CT,BROOKLYN,NY,112230000,11223
2433,EAST 1ST STREET,BROOKLYN,NY,112230000,11223
3713,POLAR STREET,BROOKLYN,NY,112240000,11224
1745,CATON AVENUE,BROOKLYN,NY,112260000,11226
1467,PACIFIC STREET,BROOKLYN,NY,112160000,11216
1267,HERKIMER STREET,BROOKLYN,NY,112330000,11233
45,HALSEY STREET,BROOKLYN,NY,112160000,11216
2172,STRAUSS ST,BROOKLYN,NY,112120000,11212
4112,FORT HAMILTON PARKWAY,BROOKLYN,NY,112190000,11219
1752,STERLING PLACE,BROOKLYN,NY,112330000,11233
1310,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
132,RALPH AVENUE,BROOKLYN,NY,112330000,11233
1482,ST JOHNS PLACE,BROOKLYN,NY,112130000,11213
250,BROADWAY,NEW YORK,NY,100070000,10007
311,ROGERS AVENUE,BROOKLYN,NY,112250000,11225
545,BROADWAY,BROOKLYN,NY,112060000,11206
440,EAST 55TH STREET,BROOKLYN,NY,112030000,11203
225,UNION AVENUE,BROOKLYN,NY,112110000,11211
350,HIGHLAND DRIVE,"LEWISVILLE, TX",NY,750670000,75067
15,VERBENA AVENUE,FLORAL PARK,NY,110010000,11001
2564,BEDFORD AVENUE,BROOKLYN,NY,112260000,11226
734,HENDRIX STREET,BROOKLYN,NY,112070000,11207
361,LIVONIA AVENUE,BROOKLYN,NY,112120000,11212
253A,BAINBRIDGE STREET,BROOKLYN,NY,112330000,11233
378,HOOPER STREET,BROOKLYN,NY,112110000,11211
245,WORTMAN AVENUE,BROOKLYN,NY,112070000,11207
1122,OCEAN AVENUE,BROOKLYN,NY,112300000,11230
853,EMPIRE BOULEVARD,BROOKLYN,NY,112130000,11213
770,NEW YORK AVENUE,BROOKLYN,NY,112030000,11203
107,BROOKLYN AVENUE,BROOKLYN,NY,112160000,11216
300,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
1245,EASTERN PARKWAY,BROOKLYN,NY,112130000,11213
267,BARBEY STREET,BROOKLYN,NY,112070000,11207
164,MONTAUK AVENUE,BROOKLYN,NY,112080000,11208
8305,3RD AVENUE,BROOKLYN,NY,112090000,11209
18,RALEIGH PLACE,BROOKLYN,NY,111220000,11122
909,GREENE AVENUE,BROOKLYN,NY,112210000,11221
64,DOSCHER STREET,BROOKLYN,NY,112080000,11208
1709,ST. JOHNS PLACE,BROOKLYN,NY,112330000,11233
17,MACON ST,BROOKLYN,NY,112160000,11216
199,LINCOLN ROAD,BROOKLYN,NY,112250000,11225
4019,CHURCH AVENUE,BROOKLYN,NY,112030000,11203
284,E. 39TH ST.,BROOKLYN,NY,112030000,11203
286,EVERGREEN AVE.,BROOKLYN,NY,112210000,11221
928,NEW YORK AVENUE,BROOKLYN,NY,112030000,11203
2775,WEST 5TH STREET,BROOKLYN,NY,112240000,11224
561,E 80TH ST.,BROOKLYN,NY,112360000,11236
24,SCHENCK AVENUE,BROOKLYN,NY,112070000,11207
545,17TH STREET,BROOKLYN,NY,112150000,11215
145,EAST 96TH STREET,BROOKLYN,NY,112120000,11212
1684,EAST 49TH STREET,BROOKLYN,NY,112340000,11234
115,NEPTUNE AVE,BROOKLYN,NY,112350000,11235
774,GEORGIA AVE,BROOKLYN,NY,112070000,11207
775,GREOGIA AVE,BROOKLYN,NY,112070000,11207
102,MARTIN LUTHER KING JR PL.,BROOKLYN,NY,112060000,11206
214,HULL STREET,BROOKLYN,NY,112330000,11233
322,HART STREET,BROOKLYN,NY,112060000,11206
322,HART STREET,BROOKLYN,NY,112060000,11206
322,HART STREET,BROOKLYN,NY,112060000,11206
1016,HALSEY STREET,BROOKLYN,NY,112070000,11207
1016,HALSEY STREET,BROOKLYN,NY,112070000,11207
14,BUFFALO AVENUE,BROOKLYN,NY,112330000,11233
324,THROOP AVENUE,BROOKLYN,NY,112060000,11206
14,BUFFALO AVENUE,BROOKLYN,NY,112330000,11233
922,RALPH AVENUE,BROOKLYN,NY,112360000,11236
379,HANCOCK STREET,BROOKLYN,NY,112160000,11216
358,PALMETTO STREET,BROOKLYN,NY,112370000,11237
786,MACDONOUGH STREET,BROOKLYN,NY,112330000,11233
664,GREENE AVENUE,BROOKLYN,NY,112210000,11221
304,EVERGREEN AVENUE,BROOKLYN,NY,112210000,11221
9505,SEAVIEW COURT,BROOKLYN,NY,112360000,11236
169,EAST 32ND STREET,BROOKLYN,NY,112260000,11226
315,OVINGTON AVENUE,BROOKLYN,NY,112090000,11209
85,CLAY STREET,BROOKLYN,NY,112220000,11222
853,CARROLL STREET,BROOKLYN,NY,112150000,11215
515,57TH STREET,BROOKLYN,NY,112200000,11220
515,57TH STREET,BROOKLYN,NY,112200000,11220
515,57TH STREET,BROOKLYN,NY,112200000,11220
604,EAST 34TH STREET,BROOKLYN,NY,112030000,11203
1851,ATLANTIC AVENUE,BROOKLYN,NY,112330000,11233
1851,ATLANTIC AVENUE,BROOKLYN,NY,112330000,11233
395,EAST 34TH STREET,BROOKLYN,NY,112140000,11214
13,BRIGHTON 5 PLACE,BROOKLYN,NY,112350000,11235
4411,CHURCH AVENUE,BROOKLYN,NY,112030000,11203
770,FULTON STREET,BROOKLYN,NY,112380000,11238
45,TWIN PINES DRIVE,BROOKLYN,NY,112390000,11239
1260,CROTON LOOP,BROOKLYN,NY,112390000,11239
250,BROADWAY,NEW YORK,NY,100070000,10007
15,VERBENA AVE,FLORAL PARK,NY,110010000,11001
250,BROADWAY,NEW YORK,NY,100070000,10007
250,BROADWAY,NEW YORK,NY,100070000,10007
90-25,77TH STREET,WOODHAVEN,NY,114210000,11421
3810,14TH AVENUE,BROOKLYN,NY,112180000,11218
2069,UNION STREET,BROOKLYN,NY,112120000,11212
2069,UNION STREET,BROOKLYN,NY,112120000,11212
2058,UNION STREET,BROOKLYN,NY,112120000,11212
2975,WEST 33RD STREET,BROOKLYN,NY,112240000,11224
2950,WEST 33RD STREET,BROOKLYN,NY,112240000,11224
2940,WEST 33RD STREET,BROOKLYN,NY,112240000,11224
276,TROY AVENUE,BROOKLYN,NY,112130000,11213
361,WORTMAN AVENUE,BROOKLYN,NY,112070000,11207
1515,ST. JOHNS PLACE,BROOKLYN,NY,112130000,11213
433,E. 49TH STREET,BROOKLYN,NY,112030000,11203
2304,W 8TH STREET,BROOKLYN,NY,112230000,11223
14,AUBURN PLACE,BROOKLYN,NY,112050000,11205
3030,SURF AVENUE,BROOKLYN,NY,112240000,11224
180,SCHOLES STREET,BROOKLYN,NY,112060000,11206
1800,ALBEMARLE RD.,BROOKLYN,NY,112260000,11226
1411,NEW YORK AVENUE,BROOKLYN,NY,112100000,11210
1405,BROOKLYN AVENUE,BROOKLYN,NY,112100000,11210
163,BLEECKER STREET,BROOKLYN,NY,112210000,11221
280,CROWN STREET,BROOKLYN,NY,112250000,11225
68,ST. PAULS PLACE,BROOKLYN,NY,112260000,11226
670A,GREENE AVENUE,BROOKLYN,NY,112110000,11211
2877,WEST 17TH STREET,BROOKLYN,NY,112240000,11224
227,HALE AVENUE,BROOKLYN,NY,112080000,11208
2284,MCDONALD AVENUE/,BROOKLYN,NY,112230000,11223
185,1/2 POWERS STREET,BROOKLYN,NY,112110000,11211
185,1/2 POWERS STREET,BROOKLYN,NY,112110000,11211
1578,UNION STREET,BROOKLYN,NY,112130000,11213
590,PENNSYLVANIA AVENUE,BROOKLYN,NY,112070000,11207
522,EAST 9TH ST.,BROOKLYN,NY,112180000,11218
1329,53RD STREET,BROOKLYN,NY,112190000,11219
115,MALCOLM X,BROOKLYN,NY,112210000,11221
983,46TH STREET,BROOKLYN,NY,112190000,11219
103,HAVEMEYER STREET,BROOKLYN,NY,112110000,11211
7807,21ST AVE,BROOKLYN,NY,112140000,11214
2049,65TH STREET,BROOKLYN,NY,112040000,11204
58-,73RD STREET,BROOKLYN,NY,112090000,11209
1973A,FULTON ST,BROOKLYN,NY,112330000,11233
1273,SUTTER AVENUE,BROOKLYN,NY,112080000,11208
88,CLAY STREET,BROOKLYN,NY,112220000,11222
1665,EAST 7TH STREET,BROOKLYN,NY,112300000,11230
490,PRESIDENT STREET,BROOKLYN,NY,112150000,11215
907,GATES AVENUE,BROOKLYN,NY,112210000,11221
317,MENAHAN ST,BROOKLYN,NY,112370000,11237
703,ROGERS AVENUE,BROOKLYN,NY,112260000,11226
1005,E 85TH STREET,BROOKLYN,NY,112360000,11236
77,BERRY STREET,BROOKLYN,NY,112110000,11211
77,BERRY STREET,BROOKLYN,NY,112110000,11211
1417,EAST 100TH STREET,BROOKLYN,NY,112360000,11236
1745,DEAN STREET,BROOKLYN,NY,112330000,11233
50,TAPSCOTT STREET,BROOKLYN,NY,112120000,11212
792,HART STREET,BROOKLYN,NY,112370000,11237
192,MARTENSE STREET,BROOKLYN,NY,112260000,11226
979,LAFAYETTE AVE,BROOKLYN,NY,112210000,11221
979,LAFAYETTE AVE,BROOKLYN,NY,112210000,11221
105,E. 95 ST,BROOKLYN,NY,112120000,11212
809,ROGERS AVENUE,BROOKLYN,NY,112260000,11226
1186,PUTNAM AVENUE,BROOKLYN,NY,112210000,11221
110,UTICA AVENUE,BROOKLYN,NY,112130000,11213
110,UTICA AVENUE,BROOKLYN,NY,112130000,11213
1111,GREENE AVE,BROOKLYN,NY,112210000,11221
1816,ALBANY AVENUE,BROOKLYN,NY,112100000,11210
218,SCHNECTADY AVE,BROOKLYN,NY,112130000,11213
467,HERKIMER STREET,BROOKLYN,NY,112130000,11213
650,E 95TH STREET,BROOKLYN,NY,112360000,11236
1448,GREENE AVENUE,BROOKLYN,NY,112370000,11237
247,LINCOLN AVENUE,BROOKLYN,NY,112080000,11208
1448,GREENE AVENUE,BROOKLYN,NY,112370000,11237
1985,OCEAN AVENUE,BROOKLYN,NY,112300000,11230
1265,EAST 92ND STREET,BROOKLYN,NY,112360000,11236
1448,GREENE AVENUE,BROOKLYN,NY,112370000,11237
286,ST. JAMES PLACE,BROOKLYN,NY,112380000,11238
828,71ST STREET,BROOKLYN,NY,112280000,11228
1094,EAST 53RD STREET,BROOKLYN,NY,112340000,11234
262,CARROLL STREET,BROOKLYN,NY,112310000,11231
286,SAINT JAMES PLACE,BROOKLYN,NY,112380000,11238
379,ROCKAWAY PARKWAY,BROOKLYN,NY,112120000,11212
930,DUMONT AVENUE,BROOKLYN,NY,112070000,11207
20,EAST 29TH STREET,BROOKLYN,NY,112260000,11226
990,BUSHWICK AVENUE,BROOKLYN,NY,112210000,11221
307,PENNSYLVANIA AVENUE,BROOKLYN,NY,112070000,11207
2541,MILL AVENUE,BROOKLYN,NY,112340000,11234
731,BUSHWICK AVENUE,BROOKLYN,NY,112210000,11221
5812,5TH AVENUE,BROOKLYN,NY,112200000,11220
3009,CLARENDON ROAD,BROOKLYN,NY,112260000,11226
250,BROADWAY,NEW YORK,NY,100070000,10007
1438,42ND STREET,BROOKLYN,NY,112190000,11219
760,DUMONT AVENUE,BROOKLYN,NY,112070000,11207
79,COMMERCE STREET,BROOKLYN,NY,112310000,11231
151,AINSLIE STREET,BROOKLYN,NY,112110000,11211
4022,14TH AVENUE,BROOKLYN,NY,112180000,11218
32,COURT STREET,BROOKLYN,NY,112010000,11201
739,CHURCH AVENUE,BROOKLYN,NY,112180000,11218
2641,HARWAY AVENUE,BROOKLYN,NY,112140000,11214
250,BROADWAY,NEW YORK,NY,100070000,10007
135,WASHINGTON WALK,BROOKLYN,NY,112050000,11205
130,THIRD AVENUE,BROOKLYN,NY,112170000,11217
2940,WEST 33RD STREET,BROOKLYN,NY,112240000,11224
2950,W 35TH STREET,BROOKLYN,NY,112240000,11224
739,DUMONT AVENUE,BROOKLYN,NY,112070000,11207
96,E. 96RD ST./5 E. 93RD ST.,BROOKLYN,NY,112120000,11212
471,CENTRAL AVENUE,BROOKLYN,NY,112210000,11221
180,E. 17TH STREET,BROOKLYN,NY,112260000,11226
196,ROCKAWAY PARKWAY,BROOKLYN,NY,112120000,11212
2540,TILDEN AVENUE,BROOKLYN,NY,112260000,11226
400,HERKIMER STREET,BROOKLYN,NY,112130000,11213
395,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
150,OCEAN AVENUE,BROOKLYN,NY,112250000,11225
417,OCEAN AVE,BROOKLYN,NY,112260000,11226
550,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
33,CROOKE AVENUE,BROOKLYN,NY,112260000,11226
89,CROOKE AVENUE,BROOKLYN,NY,112260000,11226
360,SNEDIKER AVENUE,BROOKLYN,NY,112070000,11207
241,FOUNTAIN AVENUE,BROOKLYN,NY,112080000,11208
891,ALBANY AVENUE,BROOKLYN,NY,112030000,11203
1002,EAST 80TH STREET,BROOKLYN,NY,112360000,11236
5321,CLARENDON ROAD,BROOKLYN,NY,112030000,11203
1331,PARK KPLACE,BROOKLYN,NY,112130000,11213
780,PUTNAM AVENUE,BROOKLYN,NY,112210000,11221
4207,FARRAGUT ROAD,BROOKLYN,NY,112030000,11203
3916,CHURCH A VENUE,BROOKLYN,NY,112030000,11203
2427,E. 13TH ST.,BROOKLYN,NY,112350000,11235
777,LIBERTY AVENUE,BROOKLYN,NY,112080000,11208
2332,TILDEN AVENUE,BROOKLYN,NY,112260000,11226
161,CHESTNUT STREET,BROOKLYN,NY,112080000,11208
337,HALSEY STREET,BROOKLYN,NY,112160000,11216
600,PARK PLACE,BROOKLYN,NY,112380000,11238
3032,BRIGHTON 7TH STREET,BROOKLYN,NY,112350000,11235
594A,JEFFERSON AVENUE,BROOKLYN,NY,112210000,11221
4906,5TH AVENUE,BROOKLYN,NY,112200000,11220
6007,16TH AVENUE,BROOKLYN,NY,112040000,11204
477,WILSON AVENUE,BROOKLYN,NY,112210000,11221
230,SARATOGA AVENUE,BROOKLYN,NY,112330000,11233
21,ST. PAUL'S COURT,BROOKLYN,NY,112260000,11226
383,KNICKERBOCKER AVENUE,BROOKLYN,NY,112370000,11237
1141,EAST 57TH STREET,BROOKLYN,NY,112340000,11234
2501,NOSTRAND AVENUE,BROOKLYN,NY,112100000,11210
418,MARION ST,BROOKLYN,NY,112330000,11233
1333,48TH ST,BROOKLYN,NY,112190000,11219
173,MALCOLM X BLVD,BROOKLYN,NY,112210000,11221
1479,EAST 84TH STREET,BROOKLYN,NY,112360000,11236
419,THROOP AVENUE,BROOKLYN,NY,112210000,11221
27,JEFFERSON AVE,BROOKLYN,NY,112380000,11238
612,PENNSYLVANIA AVENUE,BROOKLYN,NY,112070000,11207
612,PENNSYLVANIA AVENUE,BROOKLYN,NY,112070000,11207
769,MAPLE STREET,BROOKLYN,NY,112030000,11203
158,MALCON STREET,BROOKLYN,NY,112160000,11216
1069,HALSEY STREET,BROOKLYN,NY,112070000,11207
850,EAST 39TH STREET,BROOKLYN,NY,112100000,11210
218,ROGERS AVENUE,BROOKLYN,NY,112250000,11225
1690,62ND STREET,BROOKLYN,NY,112040000,11204
218,ROGERS AVENUE,BROOKLYN,NY,112250000,11225
1265,SHORE PARKWAY,BROOKLYN,NY,112140000,11214
1146,PRESIDENT STREET,BROOKLYN,NY,112250000,11225
434,EAST 22ND STREET,BROOKLYN,NY,112260000,11226
1510,CARROLL STREET,BROOKLYN,NY,112130000,11213
3,PAERDEGAT 11 STREET,BROOKLYN,NY,112360000,11236
1265,ST MARKS AVE,BROOKLYN,NY,112130000,11213
641,HART STREET,BROOKLYN,NY,112210000,11221
480A,CHAUNCEY STREET,BROOKLYN,NY,112330000,11233
5716,5TH AVENUE,BROOKLYN,NY,112200000,11220
885,PINE STREET,BROOKLYN,NY,112080000,11208
8010,AVENUE J,BROOKLYN,NY,112360000,11236
769,MACDONOUGH STREET,BROOKLYN,NY,112330000,11233
2414,PITKIN AVE,BROOKLYN,NY,112080000,11208
2414,PITKIN AVE,BROOKLYN,NY,112080000,11208
2414,PITKIN AVE,BROOKLYN,NY,112080000,11208
2414,PITKIN AVE,BROOKLYN,NY,112080000,11208
240,EAST 32ND STREET,BROOKLYN,NY,112260000,11226
167,4TH AVENUE,BROOKLYN,NY,112170000,11217
9220,FORT HAMILTON PARKWAY,BROOKLYN,NY,112090000,11209
605,BARBEY STREET,BROOKLYN,NY,112070000,11207
1633,STERLING PLACE,BROOKLYN,NY,112330000,11233
2809,CORTELYOU ROAD,BROOKLYN,NY,112260000,11226
281,CROWN ST,BROOKLYN,NY,112250000,11225
1824,EAST 51ST STREET,BROOKLYN,NY,112340000,11234
370,THOMPKINS AVE,BROOKLYN,NY,112160000,11216
2152,ATLANTIC AVE,BROOKLYN,NY,112330000,11233
338,LINCOLN ROAD,BROOKLYN,NY,112250000,11225
173,JEROME STREET,BROOKLYN,NY,112070000,11207
981,ST. JOHNS PLACE,BROOKLYN,NY,112130000,11213
897,EAST 98TH STREET,BROOKLYN,NY,112360000,11236
250,BROADWAY,NEW YORK,NY,100070000,10007
3688,CARREL BOULEVARD,OCEANSIDE,NY,115720000,11572
480,MONTGOMERY STREET,BROOKLYN,NY,112250000,11225
141,HALSTEAD AVENUE,MAMARONECK,NY,105430000,10543
263,MELROSE STREET,BROOKLYN,NY,112060000,11206
230,NICHOLS AVENUE,BROOKLYN,NY,112080000,11208
569,EAST 108 STREET,BROOKLYN,NY,112360000,11236
553,EAST 108 STREET,BROOKLYN,NY,112360000,11236
130,THIRD AVENUE,BROOKLYN,NY,112170000,11217
130,THIRE AVENUE,BROOKLYN,NY,112170000,11217
487,CARLTON AVENUE,BROOKLYN,NY,112380000,11238
370,BUSHWICK AVENUE,BROOKLYN,NY,112060000,11206
140,MOORE STREET,BROOKLYN,NY,112060000,11206
3225,NEPTUNE AVE,BROOKLYN,NY,112240000,11224
2737,WEST 33 STREET,BROOKLYN,NY,112240000,11224
2737,WEST 33 STREET,BROOKLYN,NY,112240000,11224
2703,WEST 33 STREET,BROOKLYN,NY,112240000,11224
2935,WEST 33RD STREET,BROOKLYN,NY,112240000,11224
2975,WEST 33RD STREET,BROOKLYN,NY,112240000,11224
2950,WEST 33RD STREET,BROOKLYN,NY,112240000,11224
2105,ROCKAWAY PARKWAY,BROOKLYN,NY,112360000,11236
336,LEXINGTON AVENUE,BROOKLYN,NY,112160000,11216
1547,72ND STREET,BROOKLYN,NY,111110000,11111
1255,E 80TH STREET,BROOKLYN,NY,112360000,11236
30,AVE V,BROOKLYN,NY,112230000,11223
195,COZINE AVE,BROOKLYN,NY,112070000,11207
400,ARGYLE ROAD,BROOKLYN,NY,112180000,11218
545,BRADFORD STREET,BROOKLYN,NY,112070000,11207
107,BROOKLYN AVE,BROOKLYN,NY,112160000,11216
352,LAFAYETTE AVENUE,BROOKLYN,NY,112380000,11238
126,GRAHAM AVENUE,BROOKLYN,NY,112060000,11206
69,EAST 96TH STREET,BROOKLYN,NY,112120000,11212
5,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
1245,EASTERN PARKWAY,BROOKLYN,NY,112130000,11213
994,994 RUTLAND ROAD,BROOKLYN,NY,112120000,11212
96,E. 93RD ST.,BROOKLYN,NY,112120000,11212
726,DEKALB AVENUE,BROOKLYN,NY,112160000,11216
180,E 17TH STREET,BROOKLYN,NY,112260000,11226
400,HERKIMER STREET,BROOKLYN,NY,112130000,11213
2574,BEDFORD AVENUE,BROOKLYN,NY,112260000,11226
280,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
27,CROOKE AVE,BROOKLYN,NY,112260000,11226
100,WOODRUFF AVE,BROOKLYN,NY,112260000,11226
150,OCEAN AVENUE,BROOKLYN,NY,112250000,11225
1242,BAY RODGE AVENUE,BROOKLYN,NY,112190000,11219
10401,AVENUE K,BROOKLYN,NY,112360000,11236
2177,EAST 21ST STREET,BROOKLYN,NY,112290000,11229
1704,EST 15TH STREET,BROOKLYN,NY,112290000,11229
825,CROWN STREET,BROOKLYN,NY,112130000,11213
101,CLARK STREET,BROOKLYN,NY,112010000,11201
300,NASSAU AVENUE,BROOKLYN,NY,112220000,11222
577,BRISTOL STREET,BROOKLYN,NY,112120000,11212
60,SUMMIT STREET,BROOKLYN,NY,112310000,11231
60,SUMMIT STREET,BROOKLYN,NY,112310000,11231
268,LINDEN STREET,BROOKLYN,NY,112370000,11237
268,LINDEN STREET,BROOKLYN,NY,112370000,11237
268,LINDEN STREET,BROOKLYN,NY,112370000,11237
143,NORMAN AVENUE,BROOKLYN,NY,112220000,11222
148,ROCKAWAY PARKWAY,BROOKLYN,NY,112120000,11212
179,IRVING AVENUE,BROOKLYN,NY,112370000,11237
139,KINGSTON AVENUE,BROOKLYN,NY,112130000,11213
1132,EAST 53 STREET,BROOKLYN,NY,112340000,11234
961,AUTUMN AVENUE,BROOKLYN,NY,112080000,11208
646,SAPPHIRE STREET,BROOKLYN,NY,112080000,11208
20,EAST 95TH ST,BROOKLYN,NY,112120000,11212
1423,E. 59TH STREET,BROOKLYN,NY,112340000,11234
8701,SHORE ROAD,BROOKLYN,NY,112090000,11209
